state,year,disease,val,fire_area,pressure,temperature,co,o3,pm10,no2,ch2o,rh,wd,ws,pm25
Hawaii,2005,Cardiovascular diseases,13214.9856599446,60.8306934947994,761.669248,24.8311018,0.512499,NA,5.11129,4.083291,1.380755,87.305552,72.2656975,8.7672655,NA
Hawaii,2006,Cardiovascular diseases,13350.3443772226,11.820036477097986,759.4172864,24.672463399999998,0.40768666666666664,NA,4.6714765,4.0657635,1.347647,89.3717255,69.3170995,8.3962465,NA
Hawaii,2007,Cardiovascular diseases,13434.9393402331,59.150803988216396,760.4995366,24.5472548,0.525481,NA,4.680472,2.865998,1.570377,89.1035985,65.50293049999999,8.664455499999999,NA
Hawaii,2008,Cardiovascular diseases,13526.6804988404,14.846514205898284,761.8291316,24.514772,NA,NA,5.889302,NA,1.197143,87.871339,62.6643155,8.1652295,NA
Hawaii,2009,Cardiovascular diseases,13675.4609407808,14.52403688525784,760.8151182500001,24.4536475,NA,NA,5.907263666666666,NA,1.286721,89.040686,70.9080925,8.126354,NA
Hawaii,2010,Cardiovascular diseases,13848.6210710291,13.550684559345722,762.3153755,24.910956499999998,NA,NA,4.859542333333334,NA,1.291311,86.7607605,68.7223385,8.950386,NA
Hawaii,2011,Cardiovascular diseases,14127.8639085079,3.0153885302705765,762.644258,24.968998,NA,NA,4.0859863333333335,NA,1.523333,83.05062866666667,66.17825966666666,8.6679755,NA
Hawaii,2012,Cardiovascular diseases,14405.3377329342,2.806407855441093,762.3250175000001,25.029992999999997,NA,NA,4.68551,NA,NA,81.57113166666666,78.86346733333333,8.785417,NA
Hawaii,2013,Cardiovascular diseases,14697.3646754052,NA,762.7578169999999,25.468953499999998,NA,NA,4.385624,NA,NA,83.09931733333333,80.20967033333334,7.706062,NA
Hawaii,2014,Cardiovascular diseases,15000.7564182119,NA,760.574468,25.22375,NA,NA,3.9840245000000003,NA,NA,81.76479566666667,82.44693766666667,7.502046,NA
Hawaii,2015,Cardiovascular diseases,15302.3652488662,NA,761.1768125000001,26.6162255,0.43791033333333335,0.028718333333333332,4.54584,2.9031005,NA,84.05740133333333,83.02406666666667,7.5029155,6.63508652
Hawaii,2016,Cardiovascular diseases,15535.73077689,26.363348266944527,760.2031325,25.986098499999997,0.3775596666666667,0.02969,4.178102,3.452562,NA,80.89729966666667,76.97483633333333,8.084517,7.99914494
Hawaii,2017,Cardiovascular diseases,15812.5070650049,3.4425616420491,759.1953625,26.142718000000002,0.286137,0.030099,3.9446969999999997,3.117345,NA,78.959756,80.824539,8.0904345,6.28850926923077
Hawaii,2018,Cardiovascular diseases,16086.0753780862,89.20564118120609,755.511081,24.566201,NA,0.03169966666666667,4.122991000000001,NA,NA,82.548698,84.17046133333334,7.8828365,2.8559525
Hawaii,2019,Cardiovascular diseases,16434.1770894547,44.50653339550328,755.5707216666666,24.958905,0.19349433333333332,0.028914666666666665,2.7417875,4.1693735,NA,78.17199049999999,74.9101445,6.272868,2.6030666153846154
Hawaii,2020,Cardiovascular diseases,16671.6194343057,38.84534830059337,757.6846345,24.41011875,0.182395,0.026604666666666665,2.3831664999999997,3.2556515,NA,77.050342,71.7577615,6.923033,2.6012283703703702
Hawaii,2021,Cardiovascular diseases,16988.3305957035,173.75334964361048,762.0506413333334,26.004198666666667,0.21731033333333333,0.025721333333333332,2.5370394999999997,2.6467935,NA,77.405292,70.067554,6.85019,2.913315
Hawaii,2022,Cardiovascular diseases,17439.7915425137,55.22226267211485,762.155738,26.245902,0.11468866666666667,0.02646566666666667,2.9974495,3.9432015,NA,75.0439985,70.771401,6.456607,3.3753025714285716
Hawaii,2023,Cardiovascular diseases,17726.9675596143,23.66692873484373,761.008621,25.738793,0.11379049999999999,0.026187333333333333,2.7813429999999997,3.249797,NA,87.502687,53.887313,6.594875,3.241193714285714
Arkansas,1990,Cardiovascular diseases,29388.1812818639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1991,Cardiovascular diseases,29252.401626418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1992,Cardiovascular diseases,29172.1411552482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1993,Cardiovascular diseases,29294.9821149755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1994,Cardiovascular diseases,29331.2731015025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1995,Cardiovascular diseases,29766.5107433564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1996,Cardiovascular diseases,30295.5928163904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1997,Cardiovascular diseases,31439.3988630842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1998,Cardiovascular diseases,32508.8118943362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1999,Cardiovascular diseases,33535.4300969766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,2000,Cardiovascular diseases,34221.9044922306,4.750610090378761,752.6646814666667,18.736478066666667,1.182403,0.047419,15.1223305,10.369686,NA,NA,NA,NA,NA
Arkansas,2001,Cardiovascular diseases,34400.6037894265,182.4854707659475,753.7171184193548,18.18090764516129,0.814194,0.04731844444444445,15.974689999999999,10.565971,NA,NA,NA,NA,NA
Arkansas,2002,Cardiovascular diseases,34551.3886168976,481.35455921355185,753.2606541,18.114335566666668,0.595566,0.043377761904761905,16.60697,15.66202,1.7125605,NA,NA,NA,NA
Arkansas,2003,Cardiovascular diseases,34467.0775631204,1866.6888884733623,752.8528591,17.321565266666667,0.466146,0.04397847619047619,16.460728,14.317106,0.5,NA,NA,NA,NA
Arkansas,2004,Cardiovascular diseases,34298.6864169921,2627.473775003341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,2005,Cardiovascular diseases,34524.7608896867,1177.3529703007118,754.3217879090909,18.842516454545454,0.389244,0.04969725925925926,15.433981,12.009842,NA,NA,NA,NA,NA
Arkansas,2006,Cardiovascular diseases,34392.3364577251,1470.8555845738529,754.20452575,19.2968662,0.569299,0.04512904166666667,15.159957,11.8888475,NA,NA,NA,NA,NA
Arkansas,2007,Cardiovascular diseases,34288.4152484853,1273.7304728425647,753.63176125,19.5743383,NA,0.040348666666666665,15.3324325,NA,NA,NA,NA,NA,NA
Arkansas,2008,Cardiovascular diseases,34159.1737463061,1480.2024560137097,751.1510310476191,17.762839619047618,0.445377,0.04193316666666667,12.981141999999998,9.616473,NA,53.519535,NA,3.348798,NA
Arkansas,2009,Cardiovascular diseases,33854.9515164341,586.4943696061295,751.1772756190476,17.295506285714286,0.424702,0.040052166666666666,12.1255825,8.892914999999999,NA,52.986642,NA,3.846512,NA
Arkansas,2010,Cardiovascular diseases,34010.4704134618,2687.407513804504,751.8633015714286,18.49143038095238,0.4580055,0.04421714814814815,13.582889,10.132387,NA,46.710559,194.540564,NA,NA
Arkansas,2011,Cardiovascular diseases,34244.7628453569,2021.782300615271,752.7895313333333,17.383901142857145,0.449469,0.04329885185185185,15.051625999999999,9.993708999999999,NA,48.064475,200.683813,4.426134,NA
Arkansas,2012,Cardiovascular diseases,34511.1305595258,702.9369009397894,752.2650194736842,19.814794947368423,0.4697855,0.046598148148148145,14.283919,9.9048675,NA,42.426668,182.613072,NA,NA
Arkansas,2013,Cardiovascular diseases,34765.5936518199,892.2876735880711,753.6078397857143,17.817086357142855,0.38590250000000004,0.04223192592592592,12.214618999999999,9.037872,NA,36.176961,185.597168,NA,NA
Arkansas,2014,Cardiovascular diseases,34948.1820392738,834.2777932583155,753.1096989285714,17.125109285714284,0.34881300000000004,0.039470222222222226,11.4946185,8.314354,NA,29.377397,186.606279,NA,NA
Arkansas,2015,Cardiovascular diseases,35258.9620098719,4089.2617717999597,NA,NA,0.308074,0.03932644444444445,11.5300885,7.8376945000000005,NA,NA,NA,NA,NA
Arkansas,2016,Cardiovascular diseases,35422.0779637834,1721.2124232567485,753.2048369230769,19.476246538461538,0.296619,0.040474750000000004,11.468773500000001,7.618276,NA,27.62881,191.731899,NA,NA
Arkansas,2017,Cardiovascular diseases,35616.3013530867,1542.8043991441166,752.6139583846154,19.516650153846154,0.405515,0.040460125,10.506965000000001,7.348997499999999,NA,32.97576,184.08038,NA,NA
Arkansas,2018,Cardiovascular diseases,35836.7978280852,758.9965259617409,753.999423,18.524251,0.286689,0.039867958333333335,10.615065999999999,7.2003075,NA,31.003086,189.648343,NA,NA
Arkansas,2019,Cardiovascular diseases,36075.1210966,2092.4652338287333,750.2929608125,17.920315375,0.371373,0.03977725,8.216579,7.7109795000000005,NA,29.327318000000002,185.344828,NA,NA
Arkansas,2020,Cardiovascular diseases,36350.7211093996,1237.3979502931093,754.3096502777778,18.877650055555556,0.287533,0.036906,8.5360735,6.984806000000001,NA,29.164048,182.181466,NA,NA
Arkansas,2021,Cardiovascular diseases,36041.7284915859,2151.1927525374335,753.9845014814815,18.675547518518517,0.282157,0.040156583333333336,9.598186,7.052643,NA,28.094064,183.575474,NA,9.805525
Arkansas,2022,Cardiovascular diseases,36100.6735383185,2425.2530880999684,753.4477528333333,19.394897833333335,0.367353,0.03688770833333333,10.367366,7.306716,NA,27.570257,177.838078,NA,8.543630499999999
Arkansas,2023,Cardiovascular diseases,36995.2788559657,2100.718609828096,752.5131947777778,20.246613888888888,0.420219,0.04151183333333333,10.8996055,3.7365605,NA,27.262819,181.967148,NA,11.000141
Colorado,1990,Cardiovascular diseases,26633.1871735902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1991,Cardiovascular diseases,26798.6611283546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1992,Cardiovascular diseases,26952.3478538147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1993,Cardiovascular diseases,27361.9144066825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1994,Cardiovascular diseases,27857.8708251767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1995,Cardiovascular diseases,28564.4740820265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1996,Cardiovascular diseases,29645.8288576191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1997,Cardiovascular diseases,30958.7031706725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1998,Cardiovascular diseases,32307.2571970165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1999,Cardiovascular diseases,33761.4085100496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2000,Cardiovascular diseases,34964.3054791605,NA,617.86252332,10.33367144,0.8126605384615384,0.04981038095238095,17.443235532258065,25.887404,6.984615,51.0973414,197.0012625,5.581128774193548,NA
Colorado,2001,Cardiovascular diseases,35761.4671740373,116.45487451145152,618.2907617878788,8.539911212121211,0.715159125,0.04796873333333333,18.20317655737705,18.0135066,6.317661,49.9569745,195.79016433333334,5.266554806451613,NA
Colorado,2002,Cardiovascular diseases,36106.1265829941,1509.1450664338993,619.3150766071428,9.870334107142858,0.7065152142857143,0.05206813725490196,19.78898767346939,27.5264735,NA,41.26700025,190.8396895,5.344963181818182,NA
Colorado,2003,Cardiovascular diseases,36037.6729475112,240.99797769990664,619.6949372068965,10.788743103448276,0.67778,0.0532815625,18.733277666666666,28.3178025,3.6836665,43.80427125,192.56404633333332,5.234844434782609,NA
Colorado,2004,Cardiovascular diseases,35733.773032027,141.97453403848922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2005,Cardiovascular diseases,35975.9190907388,140.40007180814558,617.2034584642857,9.945097785714285,0.5700274666666667,0.051014684210526316,18.24564825862069,20.315734,2.536935,49.498836142857144,192.53264981818182,5.417060956521739,NA
Colorado,2006,Cardiovascular diseases,36112.5656491107,250.66944395418008,621.5789057307692,10.83023226923077,0.4969717857142857,0.0546423,16.7763515,19.038788,3.2685,46.44874685714286,193.46089905555556,5.317614388888889,NA
Colorado,2007,Cardiovascular diseases,36332.120407908,120.43295779417804,631.5073056190477,10.582366047619047,NA,0.05437153333333333,18.006012955555555,NA,2.0615466666666666,43.328357125,190.29032247058822,4.949307444444445,NA
Colorado,2008,Cardiovascular diseases,36647.861539073,386.96123188228984,628.1699775454546,10.888062227272727,NA,0.057151074074074076,18.617241285714286,NA,1.355699090909091,47.50344725,188.64375557894738,5.300745590909091,NA
Colorado,2009,Cardiovascular diseases,36847.1787451683,165.22105912914722,626.99269576,11.10980016,NA,0.05307961111111111,17.042296166666667,NA,1.7151728,47.461897625,192.86604365217391,5.075050666666667,NA
Colorado,2010,Cardiovascular diseases,37406.8060568329,199.87707336516365,624.6850112083333,11.399791458333333,NA,0.05448438596491228,16.779708292682926,NA,1.4122168,49.783092,189.86847008,4.9600969642857144,NA
Colorado,2011,Cardiovascular diseases,38109.9100462634,420.492507048532,624.250534625,10.682382041666667,NA,0.05580713043478261,15.873856139534883,NA,1.3995694,50.62997983333334,192.80302358333333,5.3590816071428575,NA
Colorado,2012,Cardiovascular diseases,39007.944430935,800.8738611008376,626.197876,12.239917,0.315538,0.0562468202247191,16.931957595238096,9.4862714,1.065228,45.909047384615384,187.8562553846154,5.2222959,10.271212
Colorado,2013,Cardiovascular diseases,39929.5109901141,758.6462842440208,624.5359182916667,10.537598541666666,0.3866021,0.05440243555555556,16.079747477272726,13.700059166666668,1.5660618333333334,54.31735815384615,188.27505566666667,5.0669355666666664,6.3716805
Colorado,2014,Cardiovascular diseases,40882.3196008244,87.85730091483283,628.6962186190476,11.15972780952381,0.3666422222222222,0.05166552380952381,16.44558895348837,14.408454714285716,1.1049783333333334,53.02681523076923,187.85806424,5.325260076923077,7.215543
Colorado,2015,Cardiovascular diseases,42020.5547986659,150.06869017952985,627.5826632173913,11.04905304347826,0.3828338,0.05127725821596244,14.166902139534884,18.877540444444445,1.0719241666666666,56.003561222222224,184.00483548148148,4.7950636875,8.266356214285715
Colorado,2016,Cardiovascular diseases,42969.6597541234,567.5994613641459,627.9807437142857,11.750757857142856,0.3593512222222222,0.050228944444444444,15.049847025,14.806801,0.9821036666666667,51.40311488888889,186.599445,4.97927478125,6.733106384615384
Colorado,2017,Cardiovascular diseases,44171.7625364629,310.5897447628225,629.4800773333334,12.61523,0.3261193333333333,0.047291207650273226,15.111720289473684,12.2042682,1.22743,48.98670466666667,186.31926266666667,5.09158259375,7.003683769230769
Colorado,2018,Cardiovascular diseases,45465.7018746947,1664.9159426987487,629.3470757333333,11.833521533333334,0.327562875,0.04985923015873016,15.677055,18.121552166666667,1.4832546,46.6748519,183.33625411111112,5.163447515151515,7.646048444444444
Colorado,2019,Cardiovascular diseases,46630.0565270363,163.71740678166347,629.3507256,10.548138666666667,0.3218845,0.047507897435897437,13.75232062962963,15.696619142857143,1.0654034000000001,52.78508335294118,182.99203275,4.87662175862069,6.735130838235294
Colorado,2020,Cardiovascular diseases,47896.1408316355,2139.477364808197,631.7772695,12.17099225,0.288344,0.04776843537414966,16.2573833,8.121776466666667,1.4784055,44.82835610526316,187.65449428,4.920673689655173,8.065738355263157
Colorado,2021,Cardiovascular diseases,48484.1381268087,568.4916985038318,631.9325557999999,13.0640802,0.2867348888888889,0.05044345652173913,16.689096454545453,8.145024133333333,3.1607149999999997,47.645959042553194,188.45615171212123,4.661192625,8.382163842105262
Colorado,2022,Cardiovascular diseases,49667.4438429007,454.0482753441357,631.5839809285715,11.832474071428571,0.26557455555555554,0.04878762295081967,16.332052333333333,8.028600666666668,2.142623,48.30947033333333,186.63408128571427,5.165289884615385,5.907344368421053
Colorado,2023,Cardiovascular diseases,52576.1903684979,236.06974124785404,631.7613424285714,11.707118428571428,0.30308514285714283,0.049743256944444446,14.487791064516129,8.894285416666667,2.211667,51.433765095238094,185.1777239230769,4.704825633333334,5.9645163703703705
District of Columbia,1990,Cardiovascular diseases,6409.75136031197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1991,Cardiovascular diseases,6220.29736682391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1992,Cardiovascular diseases,6121.54508766443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1993,Cardiovascular diseases,6037.65178340108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1994,Cardiovascular diseases,5946.41439576346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1995,Cardiovascular diseases,5892.30976887831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1996,Cardiovascular diseases,5916.23558725396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1997,Cardiovascular diseases,5953.30359756357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1998,Cardiovascular diseases,6027.16292216783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,1999,Cardiovascular diseases,6099.78753633078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2000,Cardiovascular diseases,6158.97833699503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2001,Cardiovascular diseases,6125.3768926747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2002,Cardiovascular diseases,6055.53718805035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2003,Cardiovascular diseases,6036.71140536667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2004,Cardiovascular diseases,5960.50766381643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2005,Cardiovascular diseases,5935.50665947579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2006,Cardiovascular diseases,5845.19887849778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2007,Cardiovascular diseases,5777.91583012184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2008,Cardiovascular diseases,5660.12380506233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2009,Cardiovascular diseases,5562.71971496586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2010,Cardiovascular diseases,5563.41475204157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2011,Cardiovascular diseases,5611.12063430459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2012,Cardiovascular diseases,5682.1952969451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2013,Cardiovascular diseases,5768.29295055453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2014,Cardiovascular diseases,5809.42008511149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2015,Cardiovascular diseases,5886.07715653607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2016,Cardiovascular diseases,5929.38825864218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
